Time_s,Lat_deg,Lon_deg,Alt_m,Yaw_deg,Pitch_deg,Roll_deg
47.4,40.0095032956994,116.3,1670.10111744307,0,0,0
47.5,40.0097727902846,116.3,1670.10111744307,0,0,0
47.6,40.0100422848699,116.3,1670.10111744307,0,0,0
47.7,40.0103117794551,116.3,1670.10111744307,0,0,0
47.8,40.0105812740403,116.3,1670.10111744307,0,0,0
47.9,40.0108507686256,116.3,1670.10111744307,0,0,0
48,40.0111202632108,116.3,1670.10111744307,0,0,0
48.1,40.0113897577961,116.3,1670.10111744307,0,0,0
48.2,40.0116592523813,116.3,1670.10111744307,0,0,0
48.3,40.0119287469665,116.3,1670.10111744307,0,0,0
48.4,40.0121982415518,116.3,1670.10111744307,0,0,0
48.5,40.012467736137,116.3,1670.10111744307,0,0,0
48.6,40.0127372307222,116.3,1670.10111744307,0,0,0
48.7,40.0130067253075,116.3,1670.10111744307,0,0,0
48.8,40.0132762198927,116.3,1670.10111744307,0,0,0
48.9,40.0135457144779,116.3,1670.10111744307,0,0,0
49,40.0138152090632,116.3,1670.10111744307,0,0,0
49.1,40.0140847036484,116.3,1670.10111744307,0,0,0
49.2,40.0143541982336,116.3,1670.10111744307,0,0,0
49.3,40.0146236928189,116.3,1670.10111744307,0,0,0
49.4,40.0148931874041,116.3,1670.10111744307,0,0,0
49.5,40.0151626819894,116.3,1670.10111744307,0,0,0
49.6,40.0154321765746,116.3,1670.10111744307,0,0,0
49.7,40.0157016711598,116.3,1670.10111744307,0,0,0
49.8,40.0159711657451,116.3,1670.10111744307,0,0,0
49.9,40.0162406603303,116.3,1670.10111744307,0,0,0
50,40.0165101549155,116.3,1670.10111744307,0,0,0
50.1,40.0167796495008,116.3,1670.10111744307,0,0,0
50.2,40.017049144086,116.3,1670.10111744307,0,0,0
50.3,40.0173186386712,116.3,1670.10111744307,0,0,0
50.4,40.0175881332565,116.3,1670.10111744307,0,0,0
50.5,40.0178576278417,116.3,1670.10111744307,0,0,0
50.6,40.018127122427,116.3,1670.10111744307,0,0,0
50.7,40.0183966170122,116.3,1670.10111744307,0,0,0
50.8,40.0186661115974,116.3,1670.10111744307,0,0,0
50.9,40.0189356061827,116.3,1670.10111744307,0,0,0
51,40.0192051007679,116.3,1670.10111744307,0,0,0
51.1,40.0194745953531,116.3,1670.10111744307,0,0,0
51.2,40.0197440899384,116.3,1670.10111744307,0,0,0
51.3,40.0200135845236,116.3,1670.10111744307,0,0,0
51.4,40.0202830791088,116.3,1670.10111744307,0,0,0
51.5,40.0205525736941,116.3,1670.10111744307,0,0,0
51.6,40.0208220682793,116.3,1670.10111744307,0,0,0
51.7,40.0210915628645,116.3,1670.10111744307,0,0,0
51.8,40.0213610574498,116.3,1670.10111744307,0,0,0
51.9,40.021630552035,116.3,1670.10111744307,0,0,0
52,40.0219000466203,116.3,1670.10111744307,0,0,0
52.1,40.0221695412055,116.3,1670.10111744307,0,0,0
52.2,40.0224390357907,116.3,1670.10111744307,0,0,0
52.3,40.022708530376,116.3,1670.10111744307,0,0,0
52.4,40.0229780249612,116.3,1670.10111744307,0,0,0
52.5,40.0232475195464,116.3,1670.10111744307,0,0,0
52.6,40.0235170141317,116.3,1670.10111744307,0,0,0
52.7,40.0237865087169,116.3,1670.10111744307,0,0,0
52.8,40.0240560033021,116.3,1670.10111744307,0,0,0
52.9,40.0243254978874,116.3,1670.10111744307,0,0,0
53,40.0245949924726,116.3,1670.10111744307,0,0,0
53.1,40.0248644870578,116.3,1670.10111744307,0,0,0
53.2,40.0251339816431,116.3,1670.10111744307,0,0,0
53.3,40.0254034762283,116.3,1670.10111744307,0,0,0
53.4,40.0256729708136,116.3,1670.10111744307,0,0,0
53.5,40.0259424653988,116.3,1670.10111744307,0,0,0
53.6,40.026211959984,116.3,1670.10111744307,0,0,0
53.7,40.0264814545693,116.3,1670.10111744307,0,0,0
53.8,40.0267509491545,116.3,1670.10111744307,0,0,0
53.9,40.0270204437397,116.3,1670.10111744307,0,0,0
54,40.027289938325,116.3,1670.10111744307,0,0,0
54.1,40.0275594329102,116.3,1670.10111744307,0,0,0
54.2,40.0278289274954,116.3,1670.10111744307,0,0,0
54.3,40.0280984220807,116.3,1670.10111744307,0,0,0
54.4,40.0283679166659,116.3,1670.10111744307,0,0,0
54.5,40.0286374112511,116.3,1670.10111744307,0,0,0
54.6,40.0289069058364,116.3,1670.10111744307,0,0,0
54.7,40.0291764004216,116.3,1670.10111744307,0,0,0
54.8,40.0294458950069,116.3,1670.10111744307,0,0,0
54.9,40.0297153895921,116.3,1670.10111744307,0,0,0
55,40.0299848841773,116.3,1670.10111744307,0,0,0
55.1,40.0302543787626,116.3,1670.10111744307,0,0,0
55.2,40.0305238733478,116.3,1670.10111744307,0,0,0
55.3,40.030793367933,116.3,1670.10111744307,0,0,0
55.4,40.0310628625183,116.3,1670.10111744307,0,0,0
55.5,40.0313323571035,116.3,1670.10111744307,0,0,0
55.6,40.0316018516887,116.3,1670.10111744307,0,0,0
55.7,40.031871346274,116.3,1670.10111744307,0,0,0
55.8,40.0321408408592,116.3,1670.10111744307,0,0,0
55.9,40.0324103354445,116.3,1670.10111744307,0,0,0
56,40.0326798300297,116.3,1670.10111744307,0,0,0
56.1,40.0329493246149,116.3,1670.10111744307,0,0,0
56.2,40.0332188192002,116.3,1670.10111744307,0,0,0
56.3,40.0334883137854,116.3,1670.10111744307,0,0,0
56.4,40.0337578083706,116.3,1670.10111744307,0,0,0
56.5,40.0340273029559,116.3,1670.10111744307,0,0,0
56.6,40.0342967975411,116.3,1670.10111744307,0,0,0
56.7,40.0345662921263,116.3,1670.10111744307,0,0,0
56.8,40.0348357867116,116.3,1670.10111744307,0,0,0
56.9,40.0351052812968,116.3,1670.10111744307,0,0,0
57,40.035374775882,116.3,1670.10111744307,0,0,0
57.1,40.0356442704673,116.3,1670.10111744307,0,0,0
57.2,40.0359137650525,116.3,1670.10111744307,0,0,0
57.3,40.0361832596378,116.3,1670.10111744307,0,0,0
57.4,40.036452754223,116.3,1670.10111744307,0,0,0
57.5,40.0367222488082,116.3,1670.10111744307,0,0,0
57.6,40.0369917433935,116.3,1670.10111744307,0,0,0
57.7,40.0372612379787,116.3,1670.10111744307,0,0,0
57.8,40.0375307325639,116.3,1670.10111744307,0,0,0
57.9,40.0378002271492,116.3,1670.10111744307,0,0,0
58,40.0380697217344,116.3,1670.10111744307,0,0,0
58.1,40.0383392163196,116.3,1670.10111744307,0,0,0
58.2,40.0386087109049,116.3,1670.10111744307,0,0,0
58.3,40.0388782054901,116.3,1670.10111744307,0,0,0
58.4,40.0391477000753,116.3,1670.10111744307,0,0,0
58.5,40.0394171946606,116.3,1670.10111744307,0,0,0
58.6,40.0396866892458,116.3,1670.10111744307,0,0,0
58.7,40.0399561838311,116.3,1670.10111744307,0,0,0
58.8,40.0402256784163,116.3,1670.10111744307,0,0,0
58.9,40.0404951730015,116.3,1670.10111744307,0,0,0
59,40.0407646675868,116.3,1670.10111744307,0,0,0
59.1,40.041034162172,116.3,1670.10111744307,0,0,0
59.2,40.0413036567572,116.3,1670.10111744307,0,0,0
59.3,40.0415731513425,116.3,1670.10111744307,0,0,0
59.4,40.0418426459277,116.3,1670.10111744307,0,0,0
59.5,40.0421121405129,116.3,1670.10111744307,0,0,0
59.6,40.0423816350982,116.3,1670.10111744307,0,0,0
59.7,40.0426511296834,116.3,1670.10111744307,0,0,0
59.8,40.0429206242687,116.3,1670.10111744307,0,0,0
59.9,40.0431901188539,116.3,1670.10111744307,0,0,0
60,40.0434596134391,116.3,1670.10111744307,0,0,0
