Time_s,Lat_deg,Lon_deg,Alt_m,Yaw_deg,Pitch_deg,Roll_deg
12.1,39.9314977253708,116.3,321.37208372215,0,-8.06391272781034,0
12.2,39.9317580371508,116.3,317.217505075226,0,-8.25397227452202,0
12.3,39.9320183489307,116.3,312.964826428302,0,-8.44384908414689,0
12.4,39.9322786607106,116.3,308.614047781377,0,-8.63353925558405,0
12.5,39.9325389724905,116.3,304.165169134453,0,-8.823038911763,0
12.6,39.9327992842705,116.3,299.618190487528,0,-9.01234420006864,0
12.7,39.9330595960504,116.3,294.973111840604,0,-9.2014512927587,0
12.8,39.9333199078303,116.3,290.22993319368,0,-9.39035638737349,0
12.9,39.9335802196102,116.3,285.388654546755,0,-9.57905570713785,0
13,39.9338405313902,116.3,280.449275899831,0,-9.76754550135525,0
13.1,39.9341008431701,116.3,275.411797252906,0,-9.95582204579394,0
13.2,39.93436115495,116.3,270.276218605982,0,-10.1438816430651,0
13.3,39.9346214667299,116.3,265.042539959058,0,-10.3317206229928,0
13.4,39.9348817785099,116.3,259.710761312133,0,-10.5193353429761,0
13.5,39.9351420902898,116.3,254.280882665209,0,-10.7067221883424,0
13.6,39.9354024020697,116.3,248.752904018285,0,-10.8938775726931,0
13.7,39.9356627138496,116.3,243.12682537136,0,-11.0807979382404,0
13.8,39.9359230256296,116.3,237.402646724436,0,-11.267479756136,0
13.9,39.9361833374095,116.3,231.580368077512,0,-11.4539195267916,0
14,39.9364436491894,116.3,225.659989430587,0,-11.6401137801902,0
14.1,39.9367039609693,116.3,219.641510783663,0,-11.8260590761898,0
14.2,39.9369642727493,116.3,213.524932136738,0,-12.0117520048174,0
14.3,39.9372245845292,116.3,207.310253489814,0,-12.1971891865558,0
14.4,39.9374848963091,116.3,200.997474842889,0,-12.3823672726209,0
14.5,39.937745208089,116.3,194.586596195965,0,-12.5672829452303,0
14.6,39.938005519869,116.3,188.077617549041,0,-12.7519329178639,0
14.7,39.9382658316489,116.3,181.470538902116,0,-12.9363139355153,0
14.8,39.9385261434288,116.3,174.765360255192,0,-13.1204227749346,0
14.9,39.9387864552087,116.3,167.962081608268,0,-13.3042562448632,0
15,39.9390467669887,116.3,161.060702961343,0,-13.4878111862588,0
15.1,39.9393070787686,116.3,154.061224314419,0,-13.6710844725126,0
15.2,39.9395673905485,116.3,146.963645667495,0,-13.8540730096579,0
15.3,39.9398277023284,116.3,139.76796702057,0,-14.0367737365692,0
15.4,39.9400880141084,116.3,132.474188373646,0,-14.2191836251535,0
15.5,39.9403483258883,116.3,125.082309726721,0,-14.4012996805329,0
15.6,39.9406086376682,116.3,117.592331079797,0,-14.5831189412182,0
15.7,39.9408689494481,116.3,110.004252432872,0,-14.7646384792742,0
15.8,39.941129261228,116.3,102.318073785948,0,-14.9458554004766,0
15.9,39.941389573008,116.3,94.5337951390241,0,-15.1267668444601,0
